,wardrobe_size,wardrobe_color,wardrobe_style,wardrobe_price,wardrobe_designer,scores,wardrobe_id
617,0,12,0,0,763,-4.143786,1596784645081
618,2,12,0,0,763,-4.143786,1596784660825
4838,6,2,0,0,743,-4.143786,1606182188593
6373,0,2,0,0,801,-4.143786,1609846333837
321,6,2,0,0,763,-4.143786,1596646149639
320,4,2,0,0,763,-4.143786,1596646123915
319,2,2,0,0,763,-4.143786,1596646112674
318,2,2,0,0,763,-4.143786,1596646101006
317,0,2,0,0,763,-4.143786,1596646088940
316,0,2,0,0,763,-4.143786,1596646069230
6371,4,12,0,0,801,-4.143786,1609846317148
334,4,6,0,0,763,-4.143786,1596647406863
5922,10,15,6,0,403,-4.1443815,1609007416063
2154,10,15,6,0,403,-4.1443815,1582261019218
5726,10,15,9,0,23,-4.1443815,1607985801846
7865,10,15,9,0,269,-4.1443815,1612315361521
4326,10,15,6,0,299,-4.1443815,1605663083075
2298,10,15,9,0,233,-4.1443815,1598996833854
2745,10,15,8,0,292,-4.1443815,1600291025692
2744,10,15,8,0,291,-4.1443815,1600290760342
2733,10,15,2,0,343,-4.1443815,1600238001967
5176,10,15,10,0,525,-4.1443815,1607737113245
2723,10,15,2,0,474,-4.1443815,1600228466517
5781,10,15,6,500,23,-4.1443815,1607985830871
3202,10,15,6,0,120,-4.1443815,1601929039249
6776,10,15,9,0,159,-4.1443815,1611484862350
2419,10,15,9,0,94,-4.1443815,1597296940724
4372,10,15,8,0,383,-4.1443815,1605663124873
6637,10,15,6,0,398,-4.1443815,1610724016651
6334,10,15,6,500,403,-4.1443815,1609845823078
1604,10,15,9,0,184,-4.1443815,1597514535132
1704,10,15,8,0,299,-4.1443815,1597963889213
6496,10,15,6,0,505,-4.1443815,1610048028607
1677,22,20,1,0,544,-4.170585,1597848010428
6937,8,2,1,0,571,-4.1885724,1612168462101
7346,8,2,1,0,571,-4.1885724,1612168898173
7331,8,2,1,0,571,-4.1885724,1612168890520
7301,8,2,1,0,571,-4.1885724,1612168874959
1713,12,0,2,0,571,-4.1922555,1597990334031
296,16,0,9,0,610,-4.1922555,1596641918167
3337,12,0,9,0,569,-4.1922555,1602309764954
7792,16,0,6,0,571,-4.1922555,1612169150284
7791,14,0,6,0,571,-4.1922555,1612169149735
7790,12,0,6,0,571,-4.1922555,1612169149164
5013,14,0,2,0,673,-4.1922555,1606950290341
7694,14,0,6,0,571,-4.1922555,1612169095073
2580,14,0,2,0,620,-4.1922555,1599807600217
6989,14,0,6,0,571,-4.1922555,1612168492329
3471,14,0,2,0,673,-4.1922555,1602797482100
7409,16,0,6,0,571,-4.1922555,1612168932800
6990,16,0,6,0,571,-4.1922555,1612168492816
6963,12,0,9,0,571,-4.1922555,1612168477537
7262,16,0,6,0,571,-4.1922555,1612168706618
6988,12,0,6,0,571,-4.1922555,1612168491781
5265,14,0,6,0,591,-4.1922555,1607932058864
5266,18,0,6,0,591,-4.1922555,1607932059473
2276,12,0,8,0,673,-4.1922555,1598917361249
7092,24,0,8,0,571,-4.1922555,1612168548369
2249,12,0,2,0,673,-4.1922555,1598724633194
4027,18,0,6,0,673,-4.1922555,1605111375125
7091,22,0,8,0,571,-4.1922555,1612168547773
4761,12,0,9,0,609,-4.1922555,1605995607954
7090,20,0,8,0,571,-4.1922555,1612168547157
7089,18,0,8,0,571,-4.1922555,1612168546537
7088,16,0,8,0,571,-4.1922555,1612168545970
7407,12,0,6,0,571,-4.1922555,1612168931857
7087,14,0,8,0,571,-4.1922555,1612168545367
7086,12,0,8,0,571,-4.1922555,1612168544798
7410,18,0,6,0,571,-4.1922555,1612168933297
1992,12,0,6,0,571,-4.1922555,1597990790300
7408,14,0,6,0,571,-4.1922555,1612168932334
7736,16,0,6,0,571,-4.1922555,1612169118310
4581,12,0,6,0,571,-4.1922555,1605775414695
2402,12,0,6,0,630,-4.1922555,1596848757925
2072,12,0,6,0,571,-4.1922555,1597990925928
7693,12,0,6,0,571,-4.1922555,1612169094468
2062,16,0,6,0,571,-4.1922555,1597990909396
7735,14,0,6,0,571,-4.1922555,1612169117824
7734,12,0,6,0,571,-4.1922555,1612169117186
7125,12,0,6,0,571,-4.1922555,1612168634403
1999,12,0,8,0,571,-4.1922555,1597990800966
7695,16,0,6,0,571,-4.1922555,1612169095630
3605,12,0,6,0,673,-4.1922555,1603589115257
7296,12,0,6,0,571,-4.1922555,1612168872223
4508,22,12,1,500,544,-4.2496576,1605663266466
4556,16,12,1,500,544,-4.2496576,1605739617464
8259,18,9,1,500,544,-4.2496576,1613700961392
4558,14,12,1,1000,544,-4.2496576,1605739637567
3737,16,13,1,500,544,-4.2496576,1604039105931
1661,10,12,0,500,219,-4.25105,1597807053285
4801,10,2,0,0,480,-4.25105,1606103555650
5228,10,13,0,0,480,-4.25105,1607932029252
2578,10,2,0,0,539,-4.25105,1599802371933
4216,10,12,0,0,48,-4.25105,1605662997499
4961,10,13,0,0,181,-4.25105,1606763968972
3603,10,12,0,0,431,-4.25105,1603588455965
2596,10,2,0,0,403,-4.25105,1599873947610
4302,10,2,0,0,299,-4.25105,1605663069485
2604,10,6,0,0,403,-4.25105,1599875899736
3230,10,6,0,0,457,-4.25105,1602017899220
4735,10,2,0,0,480,-4.25105,1605971663035
4476,10,2,0,500,480,-4.25105,1605663233338
2826,10,12,0,0,162,-4.25105,1600564373352
5052,10,2,0,0,269,-4.25105,1597290737763
6091,10,13,0,0,48,-4.25105,1588484036632
5085,10,6,0,0,391,-4.25105,1607280207027
5418,10,12,0,500,23,-4.25105,1607985506446
3454,10,12,0,0,319,-4.25105,1591984507013
1608,10,13,0,0,505,-4.25105,1597529205198
3107,18,20,0,500,621,-4.2514877,1601596417295
4494,14,12,1,0,544,-4.252,1605663252345
3854,18,12,1,0,548,-4.252,1604604518480
227,10,19,1,500,763,-4.2521544,1596600893883
668,10,21,1,500,763,-4.2521544,1596786582807
4656,10,20,1,500,724,-4.2521544,1605849687749
394,10,20,1,500,763,-4.2521544,1596692765258
8017,2,0,2,0,765,-4.254493,1612913000571
1050,4,0,2,500,763,-4.254493,1596880276304
6406,2,0,6,0,801,-4.254493,1609974616298
1066,2,0,10,500,763,-4.254493,1596914582528
1079,6,0,6,0,763,-4.254493,1596915873750
3335,4,0,6,0,783,-4.254493,1602309130887
991,4,0,2,0,763,-4.254493,1596867353504
6450,6,0,6,0,801,-4.254493,1609975522307
1078,2,0,6,0,763,-4.254493,1596915873748
1014,2,0,2,0,763,-4.254493,1596878801022
6407,4,0,6,0,801,-4.254493,1609974616472
635,0,0,8,0,763,-4.254493,1596785502941
1018,0,0,2,0,763,-4.254493,1596879000707
1469,6,0,2,500,763,-4.254493,1596963940938
578,4,0,2,0,763,-4.254493,1596782988175
576,2,0,2,0,763,-4.254493,1596774743052
1049,0,0,2,500,763,-4.254493,1596880252475
4690,6,0,6,500,763,-4.254493,1605850074796
7910,6,0,9,0,783,-4.254493,1612459158236
1135,4,0,6,500,763,-4.254493,1596928474321
6018,2,0,2,0,787,-4.254493,1609232368427
1117,0,0,8,500,763,-4.254493,1596927707536
1051,6,0,2,500,763,-4.254493,1596880287901
1118,4,0,8,500,763,-4.254493,1596927707538
1120,2,0,8,500,763,-4.254493,1596927753212
1122,6,0,8,500,763,-4.254493,1596927826896
3377,4,0,10,500,763,-4.254493,1602440786623
6417,6,0,8,0,801,-4.254493,1609974758269
603,0,0,8,0,763,-4.254493,1596784279127
6011,6,0,2,0,787,-4.254493,1609206051328
3949,2,0,9,0,783,-4.254493,1604882614222
6015,2,0,2,0,787,-4.254493,1609207314258
6007,6,0,2,0,787,-4.254493,1609204255138
6423,6,0,6,0,801,-4.254493,1609974924226
6006,2,0,2,0,787,-4.254493,1609204223057
605,6,0,8,0,763,-4.254493,1596784307007
6420,2,0,6,0,801,-4.254493,1609974808513
1131,0,0,6,500,763,-4.254493,1596928458900
3984,4,0,3,0,788,-4.254493,1604981711289
1132,6,0,6,500,763,-4.254493,1596928458901
6021,6,0,2,0,787,-4.254493,1609232423147
6421,6,0,6,0,801,-4.254493,1609974808734
1134,2,0,6,500,763,-4.254493,1596928474319
593,4,0,10,500,763,-4.254493,1596783562278
6416,2,0,8,0,801,-4.254493,1609974758068
604,4,0,8,0,763,-4.254493,1596784294431
1448,6,0,8,0,763,-4.254493,1596960554674
1237,4,0,6,1000,763,-4.254493,1596934133794
61,6,0,2,0,763,-4.254493,1596578929639
2376,2,0,9,0,783,-4.254493,1599417171928
58,2,0,2,0,763,-4.254493,1596578864528
59,0,0,2,0,763,-4.254493,1596578889155
1376,6,0,2,500,763,-4.254493,1596949882258
60,4,0,2,0,763,-4.254493,1596578911112
1265,4,0,7,500,763,-4.254493,1596935513315
1263,2,0,7,500,763,-4.254493,1596935485351
1261,0,0,7,500,763,-4.254493,1596935451959
873,6,0,6,500,763,-4.254493,1596844064922
3747,0,0,6,0,801,-4.254493,1604087800692
3039,4,0,9,0,795,-4.254493,1601317481250
8180,6,0,2,0,783,-4.254493,1613433065220
1457,4,0,8,500,763,-4.254493,1596961654870
1236,6,0,6,1000,763,-4.254493,1596934109555
1235,2,0,6,1000,763,-4.254493,1596934109553
1233,0,0,6,1000,763,-4.254493,1596934070474
1227,6,0,6,500,763,-4.254493,1596933488470
1226,4,0,6,500,763,-4.254493,1596933488469
713,0,0,6,0,763,-4.254493,1596789326160
52,4,0,2,500,763,-4.254493,1596577526432
872,2,0,6,500,763,-4.254493,1596844050579
51,6,0,2,500,763,-4.254493,1596577159513
3162,6,0,9,0,795,-4.254493,1601843935481
1336,6,0,2,0,763,-4.254493,1596939536266
822,0,0,6,0,763,-4.254493,1596839977516
15,2,0,2,0,763,-4.254493,1596574533270
16,4,0,2,0,763,-4.254493,1596574544982
17,6,0,2,0,763,-4.254493,1596574563670
1352,0,0,2,500,763,-4.254493,1596940549362
1353,4,0,2,500,763,-4.254493,1596940549365
1354,2,0,2,500,763,-4.254493,1596940569708
1355,6,0,2,500,763,-4.254493,1596940588719
39,2,0,2,0,763,-4.254493,1596576754472
716,6,0,6,0,763,-4.254493,1596789380610
40,4,0,2,0,763,-4.254493,1596576769574
1279,6,0,2,0,763,-4.254493,1596936666934
41,6,0,2,0,763,-4.254493,1596576787351
715,4,0,6,0,763,-4.254493,1596789362245
714,2,0,6,0,763,-4.254493,1596789351995
699,0,0,6,500,763,-4.254493,1596788103959
1067,4,0,10,500,763,-4.254493,1596914606662
919,2,0,7,1000,763,-4.254493,1596862386651
1199,4,0,6,0,763,-4.254493,1596931696205
1445,0,0,8,0,763,-4.254493,1596960538846
905,6,0,9,1000,763,-4.254493,1596861776306
1446,2,0,8,0,763,-4.254493,1596960538848
1447,4,0,8,0,763,-4.254493,1596960554672
1186,2,0,6,0,763,-4.254493,1596930205554
1187,4,0,6,0,763,-4.254493,1596930205556
904,4,0,9,1000,763,-4.254493,1596861719852
1195,0,0,6,0,763,-4.254493,1596931650540
1197,2,0,6,0,763,-4.254493,1596931673487
1198,6,0,6,0,763,-4.254493,1596931673488
1453,4,0,6,0,763,-4.254493,1596961223845
1452,2,0,6,0,763,-4.254493,1596961169469
903,2,0,9,1000,763,-4.254493,1596861705459
1455,2,0,8,500,763,-4.254493,1596961623883
1456,6,0,8,500,763,-4.254493,1596961623886
6611,6,0,2,0,787,-4.254493,1609232033965
682,4,0,6,500,763,-4.254493,1596787731852
681,2,0,6,500,763,-4.254493,1596787720797
1703,2,0,6,0,783,-4.254493,1597962854360
140,0,0,2,0,763,-4.254493,1596581394764
142,6,0,2,0,763,-4.254493,1596581419059
1183,0,0,6,0,763,-4.254493,1596930174874
141,2,0,2,0,763,-4.254493,1596581406552
6045,8,2,1,0,426,-4.279837,1609356841770
5929,8,2,1,0,431,-4.279837,1609008644722
2206,8,2,1,0,88,-4.279837,1598543106716
3800,8,2,1,0,466,-4.279837,1604375745729
2225,8,2,1,0,15,-4.279837,1598579671769
2643,8,2,1,0,480,-4.279837,1599695877018
2227,8,2,1,0,45,-4.279837,1598579999358
3586,8,2,1,0,543,-4.279837,1603549116266
3627,8,2,1,0,10,-4.279837,1603662811230
6628,8,2,1,0,276,-4.279837,1610645386414
2328,8,2,1,0,398,-4.279837,1598294829883
5027,8,2,1,1000,226,-4.279837,1607009097581
3855,8,2,1,0,498,-4.279837,1604606102852
4946,8,2,1,0,116,-4.279837,1606702674105
1616,8,2,1,500,403,-4.279837,1597204079474
945,12,6,0,500,763,-4.2849345,1596863712873
954,14,2,0,500,763,-4.2849345,1596864044723
282,16,6,0,500,763,-4.2849345,1596603294662
281,14,6,0,500,763,-4.2849345,1596603281393
354,12,2,0,500,763,-4.2849345,1596654567356
5156,14,12,0,500,743,-4.2849345,1607604089582
953,12,2,0,500,763,-4.2849345,1596864033462
5094,16,2,0,500,763,-4.2849345,1607330626543
280,12,6,0,500,763,-4.2849345,1596603268398
355,14,2,0,500,763,-4.2849345,1596654584298
356,16,2,0,500,763,-4.2849345,1596654598980
429,14,2,0,500,763,-4.2849345,1596693971029
428,12,2,0,500,763,-4.2849345,1596693940822
955,16,2,0,500,763,-4.2849345,1596864055528
3863,4,12,0,500,548,-4.2854877,1604612182464
3641,4,2,0,500,544,-4.2854877,1603689174242
5804,2,13,0,500,544,-4.2854877,1568843565503
3852,2,13,0,500,548,-4.2854877,1604603578798
6359,12,13,0,0,801,-4.287276,1609846190323
6353,12,13,0,0,801,-4.287276,1609846094271
6354,14,13,0,0,801,-4.287276,1609846094443
620,12,12,0,0,763,-4.287276,1596784734017
3361,16,2,0,0,783,-4.287276,1602382687669
2603,16,12,0,0,747,-4.287276,1599875857128
6360,16,13,0,0,801,-4.287276,1609846190507
2425,16,2,0,0,732,-4.287276,1597386882431
2423,22,2,0,0,732,-4.287276,1597386714681
2416,14,2,0,0,732,-4.287276,1597361391404
388,16,2,0,0,763,-4.287276,1596691996422
387,12,2,0,0,763,-4.287276,1596691984700
2474,22,2,0,0,776,-4.287276,1599602225432
345,12,2,0,0,763,-4.287276,1596647567715
340,14,6,0,0,763,-4.287276,1596647473632
339,12,6,0,0,763,-4.287276,1596647462593
323,12,2,0,0,763,-4.287276,1596646173077
6432,14,13,0,0,801,-4.287276,1609975044687
2755,12,2,0,0,747,-4.287276,1600299602075
2426,14,2,0,0,732,-4.287276,1597386917844
6361,20,13,0,0,801,-4.287276,1609846190686
2424,18,2,0,0,732,-4.287276,1597386821485
2324,4,2,0,0,544,-4.28783,1599075543261
6535,0,12,0,0,544,-4.28783,1596989606792
6738,6,13,0,0,544,-4.28783,1611266738501
7991,0,2,0,0,544,-4.28783,1612835623900
7990,0,2,0,0,546,-4.28783,1612835459023
3417,8,15,8,0,554,-4.3053203,1602540496853
7553,8,15,8,0,571,-4.3053203,1612169015902
6966,8,15,9,0,571,-4.3053203,1612168478936
7561,8,15,8,0,571,-4.3053203,1612169019744
4588,8,15,10,0,571,-4.3053203,1605775510609
1801,8,15,9,0,571,-4.3053203,1597990488349
1760,8,15,2,0,571,-4.3053203,1597990422129
7008,8,15,9,0,571,-4.3053203,1612168502237
4582,8,15,6,0,571,-4.3053203,1605775415599
1723,8,15,2,0,571,-4.3053203,1597990356816
7610,8,15,8,0,571,-4.3053203,1612169047138
1789,8,15,2,0,571,-4.3053203,1597990473705
7071,8,15,8,0,571,-4.3053203,1612168537541
2239,12,20,1,500,544,-4.312604,1598629582674
3309,12,20,1,500,544,-4.312604,1602218612529
7259,10,15,6,0,571,-4.3151855,1612168705267
1790,10,15,2,0,571,-4.3151855,1597990474776
7554,10,15,8,0,571,-4.3151855,1612169016385
7294,10,15,6,0,571,-4.3151855,1612168871157
7611,10,15,8,0,571,-4.3151855,1612169047637
7562,10,15,8,0,571,-4.3151855,1612169020239
2581,10,15,2,0,578,-4.3151855,1599807807471
7009,10,15,9,0,571,-4.3151855,1612168502812
1802,10,15,9,0,571,-4.3151855,1597990489282
4258,24,15,1,0,195,-4.319271,1605663043709
6769,14,15,1,0,127,-4.319271,1611415317811
2200,20,15,1,0,112,-4.319271,1598507679745
6805,24,15,1,500,452,-4.319271,1611627584482
4932,12,15,1,500,214,-4.319271,1606598470302
1692,18,15,1,0,502,-4.319271,1585077558942
2679,14,15,1,0,488,-4.319271,1600125296366
3733,12,15,1,500,403,-4.319271,1587169688902
4460,18,15,1,0,403,-4.319271,1605663223204
1587,12,15,1,0,85,-4.319271,1597371356771
7342,8,13,1,0,571,-4.33385,1612168896124
7365,8,12,1,0,571,-4.33385,1612168907765
7383,8,8,1,0,571,-4.33385,1612168917213
7141,8,8,1,0,571,-4.33385,1612168644224
7225,8,12,1,0,571,-4.33385,1612168688746
7506,8,8,1,0,571,-4.33385,1612168989221
7393,8,12,1,0,571,-4.33385,1612168923125
7318,8,10,1,0,571,-4.33385,1612168883950
7486,8,6,1,0,571,-4.33385,1612168978054
4013,14,15,1,0,673,-4.374866,1604592986438
6500,18,15,1,0,673,-4.374866,1604275347835
6897,8,2,1,0,673,-4.391551,1612023733985
1909,2,2,0,0,571,-4.4192767,1597990649541
1908,0,2,0,0,571,-4.4192767,1597990646578
1910,4,2,0,0,571,-4.4192767,1597990650793
7584,6,12,0,0,571,-4.4192767,1612169032146
1824,4,6,0,0,571,-4.4192767,1597990520499
7588,0,2,0,0,571,-4.4192767,1612169035074
7589,2,2,0,0,571,-4.4192767,1612169035684
7590,4,2,0,0,571,-4.4192767,1612169036218
7656,0,2,0,0,571,-4.4192767,1612169072041
7657,2,2,0,0,571,-4.4192767,1612169072609
1911,6,2,0,0,571,-4.4192767,1597990652485
4896,0,10,0,0,567,-4.4192767,1606355818941
7744,0,6,0,0,571,-4.4192767,1612169123530
7745,2,6,0,0,571,-4.4192767,1612169124144
7641,0,10,0,0,571,-4.4192767,1612169063952
1917,2,2,0,0,571,-4.4192767,1597990661000
7776,4,6,0,0,571,-4.4192767,1612169141481
7777,6,6,0,0,571,-4.4192767,1612169142032
7658,4,2,0,0,571,-4.4192767,1612169073099
1809,6,12,0,0,571,-4.4192767,1597990496886
7775,2,6,0,0,571,-4.4192767,1612169140937
7642,2,10,0,0,571,-4.4192767,1612169064533
7746,4,6,0,0,571,-4.4192767,1612169124650
7643,4,10,0,0,571,-4.4192767,1612169065023
7239,4,8,0,0,571,-4.4192767,1612168695631
7644,6,10,0,0,571,-4.4192767,1612169065590
7774,0,6,0,0,571,-4.4192767,1612169140422
6791,0,12,0,0,577,-4.4192767,1611541681923
7747,6,6,0,0,571,-4.4192767,1612169125291
1916,0,2,0,0,571,-4.4192767,1597990659894
1919,6,2,0,0,571,-4.4192767,1597990663922
1918,4,2,0,0,571,-4.4192767,1597990662519
1940,4,2,0,0,571,-4.4192767,1597990697670
1945,0,2,0,0,571,-4.4192767,1597990708490
1946,2,2,0,0,571,-4.4192767,1597990709504
7156,6,2,0,0,571,-4.4192767,1612168651657
1947,6,2,0,0,571,-4.4192767,1597990710571
7536,4,2,0,0,571,-4.4192767,1612169005865
7535,2,2,0,0,571,-4.4192767,1612169005337
1951,0,13,0,0,571,-4.4192767,1597990717476
7534,0,2,0,0,571,-4.4192767,1612169004797
1952,6,13,0,0,571,-4.4192767,1597990718539
1956,6,13,0,0,571,-4.4192767,1597990725961
1959,4,13,0,0,571,-4.4192767,1597990730962
1960,6,13,0,0,571,-4.4192767,1597990732186
1974,0,13,0,0,571,-4.4192767,1597990753994
1975,2,13,0,0,571,-4.4192767,1597990755647
1976,4,13,0,0,571,-4.4192767,1597990757132
2099,6,2,0,0,571,-4.4192767,1597990965818
2098,4,2,0,0,571,-4.4192767,1597990963605
1977,6,13,0,0,571,-4.4192767,1597990759393
2097,2,2,0,0,571,-4.4192767,1597990961428
2096,0,2,0,0,571,-4.4192767,1597990959484
2091,4,6,0,0,571,-4.4192767,1597990951105
2090,2,6,0,0,571,-4.4192767,1597990950013
2089,0,6,0,0,571,-4.4192767,1597990948690
2079,4,2,0,0,571,-4.4192767,1597990935854
2075,4,13,0,0,571,-4.4192767,1597990929931
2074,0,13,0,0,571,-4.4192767,1597990928702
2026,2,13,0,0,571,-4.4192767,1597990848620
2027,4,13,0,0,571,-4.4192767,1597990851201
2028,6,13,0,0,571,-4.4192767,1597990853015
1941,6,2,0,0,571,-4.4192767,1597990701556
2078,0,2,0,0,571,-4.4192767,1597990934094
7167,4,8,0,0,571,-4.4192767,1612168657219
3327,6,9,0,0,565,-4.4192767,1602290376353
7803,4,6,0,0,571,-4.4192767,1612169157552
7168,6,8,0,0,571,-4.4192767,1612168657750
7802,2,6,0,0,571,-4.4192767,1612169156988
1929,6,10,0,0,571,-4.4192767,1597990677500
7166,2,8,0,0,571,-4.4192767,1612168656714
1928,4,10,0,0,571,-4.4192767,1597990676532
1938,2,2,0,0,571,-4.4192767,1597990692410
1927,2,10,0,0,571,-4.4192767,1597990675575
1937,0,2,0,0,571,-4.4192767,1597990688888
7566,6,13,0,0,571,-4.4192767,1612169022318
1926,0,10,0,0,571,-4.4192767,1597990673430
7160,6,8,0,0,571,-4.4192767,1612168653548
7565,4,13,0,0,571,-4.4192767,1612169021741
7801,0,6,0,0,571,-4.4192767,1612169156433
7804,6,6,0,0,571,-4.4192767,1612169158102
7871,8,13,1,500,52,-4.4251146,1612324230431
3929,8,9,1,0,127,-4.4251146,1604773985484
7885,8,13,1,0,255,-4.4251146,1612360845080
3907,8,13,1,500,480,-4.4251146,1604644913979
2454,8,12,1,0,398,-4.4251146,1599528210754
3928,8,11,1,0,443,-4.4251146,1604773978850
4535,8,12,1,0,543,-4.4251146,1605725847416
7851,8,13,1,500,52,-4.4251146,1612292545364
3396,8,13,1,0,403,-4.4251146,1585429656850
3216,8,12,1,0,529,-4.4251146,1601332191818
6058,8,6,1,0,480,-4.4251146,1609374747934
2367,8,9,1,0,118,-4.4251146,1588161973905
5790,8,6,1,500,171,-4.4251146,1608066414669
4271,8,6,1,500,199,-4.4251146,1605663053983
3685,8,13,1,0,162,-4.4251146,1603789025427
2113,16,20,0,500,232,-4.432399,1598016600619
4270,24,21,0,0,199,-4.432399,1605663053458
4262,16,19,0,0,199,-4.432399,1605663047539
7971,12,20,0,500,490,-4.432399,1612805696882
2172,14,20,0,1000,167,-4.432399,1598400581577
3000,14,20,0,1500,179,-4.432399,1601225318534
3024,12,19,0,0,282,-4.432399,1601260528156
6772,16,20,0,1500,280,-4.432399,1611331281677
4215,14,20,0,500,48,-4.432399,1605662995898
2150,20,20,0,1000,232,-4.432399,1598300678713
2928,22,19,0,0,424,-4.432399,1600929274164
2929,24,19,0,0,424,-4.432399,1600929299285
4324,16,21,0,0,299,-4.432399,1605663082234
6587,20,20,0,0,232,-4.432399,1610471063816
6603,18,20,0,500,232,-4.432399,1610558612560
2751,14,20,0,0,232,-4.432399,1595678292169
2381,16,19,0,0,403,-4.432399,1599419875449
4305,16,20,0,0,299,-4.432399,1605663070535
8223,24,20,0,500,232,-4.432399,1613577606648
4231,12,19,0,0,53,-4.432399,1605663013631
4307,24,20,0,0,299,-4.432399,1605663071626
4313,24,19,0,0,299,-4.432399,1605663074790
6537,12,20,0,500,272,-4.432399,1610218138124
2138,12,19,0,0,127,-4.432399,1598160056493
4312,20,19,0,0,299,-4.432399,1605663074121
4308,18,20,0,0,299,-4.432399,1605663072136
2252,16,20,0,0,480,-4.432399,1598725434605
6778,16,20,0,0,232,-4.432399,1611486855486
4269,20,21,0,0,199,-4.432399,1605663052899
3490,14,20,0,0,470,-4.432399,1602952670535
3890,18,19,0,0,299,-4.432399,1604641649412
5955,14,20,0,500,243,-4.432399,1609031630818
5978,14,20,0,0,48,-4.432399,1609194539473
3300,12,20,0,1000,393,-4.432399,1602191135900
3518,12,20,0,500,527,-4.432399,1603216270170
5820,14,19,0,0,269,-4.432399,1608340958271
7283,0,15,1,0,571,-4.4955435,1612168865348
7284,2,15,1,0,571,-4.4955435,1612168865895
7285,6,15,1,0,571,-4.4955435,1612168866435
7363,4,15,1,0,571,-4.4955435,1612168906707
2968,14,15,1,500,673,-4.5168853,1601067263649
6917,4,0,2,0,547,-4.5225306,1612062382233
4805,6,0,6,0,544,-4.5225306,1606110138919
4022,4,0,6,500,544,-4.5225306,1605103763086
7837,6,0,6,0,544,-4.5225306,1612239544076
4543,6,0,9,0,544,-4.5225306,1605739607843
4498,0,0,6,0,544,-4.5225306,1605663258062
7594,16,2,0,0,571,-4.5328455,1612169038495
7597,12,2,0,0,571,-4.5328455,1612169040145
1931,12,10,0,0,571,-4.5328455,1597990680346
7649,16,10,0,0,571,-4.5328455,1612169068240
7648,14,10,0,0,571,-4.5328455,1612169067705
1925,18,2,0,0,571,-4.5328455,1597990671882
7165,18,8,0,0,571,-4.5328455,1612168656119
1924,16,2,0,0,571,-4.5328455,1597990670652
7171,14,8,0,0,571,-4.5328455,1612168659300
1923,14,2,0,0,571,-4.5328455,1597990669302
1922,12,2,0,0,571,-4.5328455,1597990667989
2101,18,2,0,0,571,-4.5328455,1597990971592
7782,16,6,0,0,571,-4.5328455,1612169144801
7780,12,6,0,0,571,-4.5328455,1612169143661
1915,14,2,0,0,571,-4.5328455,1597990658515
7252,14,6,0,0,571,-4.5328455,1612168701884
1914,12,2,0,0,571,-4.5328455,1597990657377
7600,22,2,0,0,571,-4.5328455,1612169041817
4640,12,12,0,0,571,-4.5328455,1605815593384
7599,18,2,0,0,571,-4.5328455,1612169041281
7587,16,12,0,0,571,-4.5328455,1612169034462
7592,12,2,0,0,571,-4.5328455,1612169037341
7598,14,2,0,0,571,-4.5328455,1612169040700
2095,16,6,0,0,571,-4.5328455,1597990957798
7172,16,8,0,0,571,-4.5328455,1612168659833
7593,14,2,0,0,571,-4.5328455,1612169037922
7647,12,10,0,0,571,-4.5328455,1612169067131
2094,12,6,0,0,571,-4.5328455,1597990956384
7569,12,13,0,0,571,-4.5328455,1612169024102
7159,12,2,0,0,571,-4.5328455,1612168653056
7807,12,6,0,0,571,-4.5328455,1612169159788
2148,12,9,0,0,561,-4.5328455,1598292197259
7162,12,8,0,0,571,-4.5328455,1612168654568
7163,14,8,0,0,571,-4.5328455,1612168655081
2031,12,13,0,0,571,-4.5328455,1597990858192
2032,14,13,0,0,571,-4.5328455,1597990860192
2033,16,13,0,0,571,-4.5328455,1597990861627
7164,16,8,0,0,571,-4.5328455,1612168655605
1980,12,13,0,0,571,-4.5328455,1597990764562
7217,14,12,0,0,571,-4.5328455,1612168684848
7216,12,12,0,0,571,-4.5328455,1612168684344
7781,14,6,0,0,571,-4.5328455,1612169144256
7236,16,12,0,0,571,-4.5328455,1612168694071
7237,20,12,0,0,571,-4.5328455,1612168694574
1958,14,13,0,0,571,-4.5328455,1597990729485
7238,22,12,0,0,571,-4.5328455,1612168695117
1814,16,12,0,0,571,-4.5328455,1597990503781
1813,14,12,0,0,571,-4.5328455,1597990502400
1950,12,2,0,0,571,-4.5328455,1597990716400
1812,12,12,0,0,571,-4.5328455,1597990500940
7808,14,6,0,0,571,-4.5328455,1612169160316
7539,12,2,0,0,571,-4.5328455,1612169007528
7809,16,6,0,0,571,-4.5328455,1612169160875
1943,12,2,0,0,571,-4.5328455,1597990705568
2306,8,13,1,500,673,-4.534487,1591924372127
6696,8,12,1,0,673,-4.5368285,1611041416563
4949,8,12,1,0,673,-4.5368285,1581638862400
4966,8,9,1,0,673,-4.5368285,1606799207403
3173,8,12,1,0,673,-4.5368285,1601857442196
269,8,2,1,500,763,-4.5451307,1596602370708
396,8,2,1,500,763,-4.5451307,1596692872633
658,8,2,1,500,763,-4.5451307,1596786301834
6137,8,2,1,500,724,-4.5451307,1609839837328
208,8,2,1,500,763,-4.5451307,1596600358973
4424,10,2,1,500,403,-4.546336,1605663189238
3968,10,2,1,0,383,-4.546336,1604968990530
1589,10,2,1,0,471,-4.546336,1597407883695
3434,10,2,1,0,118,-4.546336,1593009512542
